title,authors,year,venue,doi,abstract,keywords,cited_by,sources,in_slr,cutoff_flag,merge_uncertain,n_merged,relevance,reason,theme,perf,perf_dataset
A Machine Learning-based Approach for Automated Error Classification in Texts using BERT Embeddings and Ensemble Learning,Puranikmath J.N.; Suresh Y.,2025,"16th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2025",,"Classifying automated text error is crucial task in natural language processing (NLP), with significant applications in academic assessment, automated grading and linguistic error detection. Traditional rule-based and statistical models often fail to generalize well across diverse datasets due to limited feature representations. This study proposes a robust machine learning approach using Bidirectional Encoder Representation from Transformers (BERT) embeddings to enhance text classification accuracy. Employed an ensemble learning strategy by combining Support Vector Machine and Random Forest classifiers in a Voting Ensemble model, effectively capturing both linear and non-linear patterns in linguistic errors. The dataset used comprises multiple categories of text errors, including grammar, coherence and augmentation, ensuring a comprehensive evaluation. The experimental results demonstrate the efficacy of the approach, achieving a high validation accuracy and test accuracy. Furthermore, integrated hyperparameter tuning, class imbalance handling, and data augmentation techniques to improve generalization and model robustness. Comparative analysis with baseline models, including standalone SVM and deep learning architectures, highlights the superiority of the method. This research contributes to advancing NLP-driven automated feedback systems and provides insights to develop quick writing assistants in educational and professional domains. © Grenze Scientific Society, 2025.",BERT; Ensemble Learning; Error Detection; Machine Learning; NLP; Text Classification; Automation; Classification (of information); Deep learning; Embeddings; Grading; Linguistics; Natural language processing systems; Random errors; Support vector machines; Text processing; Bidirectional encoder representation from transformer; Embeddings; Ensemble learning; Error classification; Language processing; Learning-based approach; Machine-learning; Natural language processing; Natural languages; Text classification; Error detection,0.0,scopus,False,overlap_2025,False,1,med,grading+edu in abstract; grading not central / no benchmark,code,,
End-to-End Architecture for English Reading and Writing Content Assessment Based on Prompt Learning,Wu S.-Q.; Pang M.-Y.; Sun X.-M.; Wang X.-J.; Ji Y.-P.,2025,IEEE Access,10.1109/access.2024.3509990,"With the acceleration of globalization, the use of English as an international language has become increasingly widespread, making the assessment of English reading and writing skills a key issue in the field of language education. However, traditional methods of English reading and writing content assessment rely on manually designed features, which struggle to effectively handle complex and diverse language structures. To address this issue, this study proposes an English reading and writing content assessment algorithm based on Prompt Learning, utilizing an end-to-end architecture enhanced with multi-scale attention mechanisms. The algorithm preprocesses the input English texts through the prompt learning framework and uses multi-scale attention mechanisms to improve the model's ability to capture features at different linguistic levels. Within an end-to-end architecture, the entire assessment process is automated, from text input to output of assessment results, eliminating the need for manually designed feature extraction steps. Experimental results show that the algorithm performs excellently on multiple English reading and writing assessment datasets, significantly enhancing the accuracy and efficiency of assessments and offering an effective solution for English reading and writing evaluations.  © 2013 IEEE.",language evaluation; multi-scale attention; NLP education; Prompt learning; text assessment; Adversarial machine learning; Deep learning; Deep reinforcement learning; Federated learning; Attention mechanisms; Automated assessment; Deep learning; End to end; End-to-end models; Globalisation; Multi-scale attention mechanism; Multi-scales; Prompt learning; Use of English; Contrastive Learning,1.0,scopus,False,overlap_2025,False,1,med,grading+edu in abstract; grading not central / no benchmark,grading,,
Eye Tracking-Based Substitution of Human Feedback for Image Quality Assessment in Diffusion Models,Gu Q.; Zhou Z.; Qi J.; Wang H.; Xu C.,2025,IEEE Access,10.1109/access.2025.3610543,"As diffusion models rapidly evolve, the need to incorporate manual feedback into their retraining processes has become increasingly urgent. This paper proposes a novel framework, ED3PO, to address this limitation and improve the objectivity and efficiency of image quality assessment in diffusion model retraining. The framework integrates the D3PO diffusion model with eye-tracking-based deep learning to automate the evaluation of image quality. Eye-tracking experiments were conducted with 200 participants to collect visual attention metrics during paired comparisons of image quality. Seven machine learning models were subsequently trained, with the best-performing Transformer model used to capture the relationship between eye-tracking data and human image quality assessments. The effectiveness of ED3PO retraining was validated through computational metrics and eye-tracking experiments, and it was further applied to four additional domains. By incorporating eye-tracking into the diffusion model retraining process, this study enables the automated assessment of image quality and the generation of higher-quality images. Furthermore, it offers a reference framework and future research directions for applying eye-tracking technology in the development of diffusion models. © 2013 IEEE.",diffusion model; gaze tracking; Human–computer interaction; image generation; image quality; physiology; visualization; Artificial intelligence; Behavioral research; Diffusion; Eye movements; Feedback; Flow visualization; Human computer interaction; Image enhancement; Learning systems; Quality control; Computer interaction; Diffusion model; Evaluation of image qualities; Eye-tracking; Gaze-tracking; Image generations; Image quality assessment; Machine learning models; Paired comparison; Visual Attention; Eye tracking; Image quality,0.0,scopus,False,overlap_2025,False,1,exclude,no education/assessment context,other,,
Essay Coherence Evaluation and Feedback Enhanced by Semi-supervised Learning and Auxiliary Information,Li C.; Zhang L.; Guo H.; Zheng Q.,2025,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-981-97-9443-0_27,"According to the grading standards for middle school examinations, thought content and structural coherence are critical indicators of essay quality. Evaluating an essay’s coherence requires not only analyzing the semantic connections between sentences but also understanding the logical relationships between sentences and the overall structural layout of the essay. This understanding is essential for grasping the logical framework of long texts and generating complex documents. This paper presents our approach used in the NLPCC 2024 competition for evaluating essay sentence logic and generating feedback. For different tasks, we applied both traditional classification models and advanced large language models, leveraging pseudo-labels generated through semi-supervised learning and information provided by large models as auxiliary data, significantly enhancing overall model performance. Experimental results demonstrate that our method achieves state-of-the-art results. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2025.",Auxiliary Data; Essay Quality Assessment; Large Language Models; Semi-Supervised Learning; Adversarial machine learning; Federated learning; Semantics; Semi-supervised learning; Auxiliary data; Auxiliary information; Essay quality assessment; Grading standards; Language model; Large language model; Middle school; Quality assessment; Semi-supervised learning; Structural coherence; Self-supervised learning,0.0,scopus,False,overlap_2025,False,1,med,grading+edu in abstract; grading not central / no benchmark,grading,,
Generative artificial intelligence in education: A topic-based bibliometric analysis,Tao L.; Deng H.; Song Y.,2025,Educational Technology and Society,10.30191/ets.202504_28(2).tp05,"Information and communication technologies have transformed education, driving it towards intelligent teaching and learning. With the rise of generative artificial intelligence (AI), represented by tools such as ChatGPT, there is also a growing body of literature on generative AI in education. In this study, we searched the Scopus, ERIC, and Web of Science databases as well as the proceedings of the International Conference on Artificial Intelligence in Education and the International Conference on Educational Data Mining. These searches yielded 1,158 papers that we subjected to topic modelling analysis, the Mann-Kendall trend test, and keyword analysis to comprehensively review the evolving trends and dynamics of generative AI in education, active publication sources and authors, major research topics in generative AI education, and potential directions for cross-thematic research. We analysed the trends of keywords and relevance during different sub-periods. Topic modelling enabled us to classify all abstracts of the reviewed papers into 12 topics and identify the tendency of each topic. The topics included predicting student performance, learning tutoring systems, generative AI and AI literacy, writing/essay automated grading, chatbot-based learning/assessment, gamified/game-based learning & AI learning environments, emotional engagement, automatic feedback, question generation, generative AI use in peer assessment, personalised recommendation system, and simulation based study environment. Finally, a heat map and a hierarchy cluster provided information about the correlations between topics and the potential integration of different research directions for generative AI in education, offering a reference for future research. © (2024), (International Forum of Educational Technology and Society). All Rights Reserved.",Bibliometric analysis; Co-occurring network; Generative AI; Major research topics; Topic modelling,8.0,scopus,True,overlap_2025,False,1,med,grading+edu in abstract; grading not central / no benchmark [in SLR],grading,,
MINT: Meta-Learning for Intelligent Prompt Creation,Raj A.L.; Dinesh M.,2025,"3rd IEEE International Conference on Networks, Multimedia and Information Technology, NMITCON 2025",10.1109/nmitcon65824.2025.11187478,"Manual prompt engineering for Large Language Models (LLMs) is not scalable and does not adapt with task complexity. MINT provides a meta-learning solution that allows LLMs to create adaptive, context-sensitive prompts automatically from task description and user goals. With hierarchical user context encoding and iterative self-refinement, MINT supports quick few-shot adaptation and effective personalization across content types. Tested on Blog Authorship, Ad Copy Corpora, and Essay Scoring datasets, MINT surpasses baselines in personalization accuracy, output diversity, and prompt engineering overhead reduction, with BLEU 34.2 and ROUGE-L 42.8. Although meta-learning and reinforcement learning with human feedback(RLHF) elevate compute cost, MINT facilitates scalable, user-aligned content generation for AI writing, marketing, and education.. © 2025 IEEE.",content adaptation; large language models; Meta-learning; personalization; prompt generation; Engineering education; Learning systems; Content adaptation; Context-sensitive; Language model; Large language model; Metalearning; Personalizations; Prompt generation; Task complexity; Task description; User goals; Cost reduction,0.0,scopus,False,overlap_2025,False,1,med,grading+edu in abstract; grading not central / no benchmark,grading,,
"QUEST-AI: A System for Question Generation, Verification, and Refinement using AI for USMLE-Style Exams",Bedi S.; Fleming S.L.; Chiang C.-C.; Morse K.; Kumar A.; Patel B.; Jindal J.A.; Davenport C.; Yamaguchi C.; Shah N.H.,2025,Pacific Symposium on Biocomputing,10.1142/9789819807024_0005,"The United States Medical Licensing Examination (USMLE) is a critical step in assessing the competence of future physicians, yet the process of creating exam questions and study materials is both time-consuming and costly. While Large Language Models (LLMs), such as OpenAIs GPT-4, have demonstrated proficiency in answering medical exam questions, their potential in generating such questions remains underexplored. This study presents QUEST-AI, a novel system that utilizes LLMs to (1) generate USMLE-style questions, (2) identify and flag incorrect questions, and (3) correct errors in the flagged questions. We evaluated this systems output by constructing a test set of 50 LLM-generated questions mixed with 50 human-generated questions and conducting a two-part assessment with three physicians and two medical students. The assessors attempted to distinguish between LLM and human-generated questions and evaluated the validity of the LLM-generated content. A majority of exam questions generated by QUEST-AI were deemed valid by a panel of three clinicians, with strong correlations between performance on LLM-generated and human-generated questions. This pioneering application of LLMs in medical education could significantly increase the ease and efficiency of developing USMLE-style medical exam content, offering a cost-effective and accessible alternative for exam preparation.  © 2024 The Authors.","Artificial Intelligence; Automated Assessment; Exam Question Generation; GPT-4; Large Language Models; Medical Education; Medical Exam Preparation; Medical Licensing Examination; Question Validity; USMLE; Artificial Intelligence; Clinical Competence; Computational Biology; Educational Measurement; Humans; Licensure, Medical; Students, Medical; United States; Cost effectiveness; Medical education; Question answering; Automated assessment; Exam question generation; Exam questions; GPT-4; Language model; Large language model; Medical exam preparation; Medical licensing examination; Question validity; United state medical licensing examination; artificial intelligence; bioinformatics; clinical competence; education; human; licensing; medical student; procedures; United States; Artificial intelligence",7.0,scopus,False,overlap_2025,False,1,med,grading+edu in abstract; grading not central / no benchmark,grading,,
A Hybrid XAI-LLM Approach for Generating Explainable Feedback in an Intelligent Technical Interview Simulator,Wijethunga W.M.S.; Wijesuriya W.M.R.M.,2025,Proceedings of ICITR 2025 - 10th International Conference on Information Technology Research: Advancing Global Connectivity Through Emerging Information Technology Solutions,10.1109/icitr69413.2025.11353547,"The utility of AI in interview or educational assessment is often undermined by its ""black box""nature, where systems provide scores without the explanatory feedback essential for learning. This research addresses this challenge by designing and validating a comprehensive, multi-stage pipeline that translates a classification model's prediction into qualitative, pedagogical feedback. We build our methodology around a CatBoost classifier to classify answers, then use an Explainable AI (XAI) framework (SHAP) to diagnose it and generate a structured map of influential keywords. This diagnostic map guides a Large Language Model (LLM), which functions as a semantic synthesis engine to create actionable counterfactuals and conceptual summaries. A blind, comparative expert evaluation found that the feedback from our hybrid pipeline was overwhelmingly preferred, achieving a near-perfect accuracy rating of 4.93/5.00. The key contributions of this work are the validation of a novel, synergistic pipeline that utilizes XAI to guide a constrained LLM, as well as a practical methodology for transforming opaque model predictions into transparent, pedagogically valuable feedback. (Abstract)  © 2025 IEEE.",Automated Assessment (keywords); Explainable AI (XAI); Feedback Generation; Large Language Models (LLMs); Natural Language Processing (NLP); SHAP; Artificial intelligence; Feedback; Learning systems; Pipelines; Automated assessment; Automated assessment (keyword); Explainable AI (XAI); Feedback generation; Language model; Language processing; Large language model; Natural language processing; Natural languages; SHAP; Semantics,0.0,scopus,False,overlap_2025,False,1,med,grading+edu in abstract; grading not central / no benchmark,grading,ACCURACY=.93,
Applications of Artificial Intelligence in Instructional Design and Educational Strategies,Jaimes M.A.R.; Morales T.H.V.; Navarro Y.T.; Cortes A.L.B.; Castillo A.I.D.; Vanoye J.A.R.,2025,AI Applications in Instructional Education Strategies,10.4018/979-8-3373-0598-1.ch008,"This chapter examines the impact of Artificial Intelligence (AI) on teaching methods and instructional strategies across different educational levels. It focuses on key applications such as personalized learning, intelligent tutoring systems, educational gamification, and automated assessment. Through a systematic review of recent literature and case studies, it analyzes how these technologies are transforming the teaching-learning experience, optimizing educational resources, and enabling more individualized student support. The chapter also addresses ethical challenges related to AI in education, including data privacy, equitable access, and over-reliance on technology. It offers recommendations for the responsible implementation of AI, emphasizing the need for updated educational policies, continuous teacher training, and ethical regulatory frameworks. The chapter concludes that, when applied appropriately, AI has the potential to strengthen equity, improve learning outcomes, and redefine the teacher’s role as a facilitator of critical and creative thinking. © 2026 by IGI Global Scientific Publishing. All rights reserved.",Artificial intelligence; Computer aided instruction; Data privacy; Education computing; Engineering education; Ethical technology; Students; Teaching; Design strategies; Educational levels; Educational strategy; Instructional designs; Instructional strategy; Intelligent tutoring; It focus; Personalized learning; Teaching methods/strategies; Tutoring system; Personnel training,0.0,scopus,False,overlap_2025,False,1,med,grading+edu in abstract; grading not central / no benchmark,grading,,
From Palette to Reasoning: Improving LLM’s Visual Recognition Capabilities in Children’s Coloring Tasks,Tapia-Mandiola S.; Araya R.,2025,Lecture Notes in Networks and Systems,10.1007/978-3-032-05070-0_16,"Coloring exercises are a powerful tool for teaching math and computational thinking in young students. But for teachers, grading these tasks is far more complex than checking multiple-choice answers. In earlier work, we suggested using Large Language Models to help with this process, yet current vision models often fail to recognize balls, boxes, or colors when many similar shapes are present. To tackle this, we propose a two-step method: first, we segment the important parts of the image, which include boxes with colored balls, and remove visual distractions, and then we give these cropped sections to a GPT-style model using a zero-shot prompt. This process leads to clear improvements in recognizing colors and objects, even in difficult conditions like poor lighting, shadows, partially colored shapes, and varied marker types—conditions that reflect how kids actually color and how teachers take photos. Our findings show that simple visual pre-processing greatly boosts the accuracy and clarity of Large Vision-Language Models (LVLMs) when used in early education settings. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.",GPT; LVLM; object detection; teachers support; visual thinking; Color; Color image processing; Computation theory; Computer vision; Image enhancement; Learning systems; Object recognition; Teaching; Visual languages; Computational thinkings; Condition; GPT; Language model; Large vision-language model; Objects detection; Teacher grading; Teachers' support; Visual recognition; Visual thinking; Object detection,1.0,scopus,False,overlap_2025,False,1,med,grading+edu in abstract; grading not central / no benchmark,reasoning,,
"Sustainable Living through AI-Driven Smart Homes: Enhancing Energy Efficiency, Resource Management, and Ethical Considerations",Kok C.L.; Choo B.; Bowen J.; Lt Z.B.; Aung N.H.; Yang S.Z.,2025,"Proceedings of the 2nd International Symposium on Parallel Computing and Distributed Systems, PCDS 2025",10.1109/pcds68697.2025.11415284,"The present article delineates the use of AI-based assessment strategies in engineering education, addressing how these strategies would change the approach to students' feedback, learning decisions, as well as the course assessment. It also reviews the use of automated grading, and intelligent testing and tutoring systems. In addition, it considers the problems of application of AI in educative processes such as inequality, privacy, and synthesis with other technologies. The paper ends with considerations pertaining to considering continuous and strategic planning to fully utilize AI in growing an efficient assessment structure for engineering education. © 2025 IEEE.",Artificial Intelligence (AI); Ethical Considerations; Intelligent Homes; Resource Management; Sustainability; Artificial intelligence; Computer aided instruction; Curricula; Education computing; Energy efficiency; Engineering education; Ethical technology; Grading; Intelligent buildings; Resource allocation; Smart homes; Teaching; Artificial intelligence; Assessment strategies; Course assessment; Energy; Ethical considerations; Feedback learning; Intelligent home; Resource management; Smart homes; Student feedback; Sustainable development,0.0,scopus,False,overlap_2025,False,1,med,grading+edu in abstract; grading not central / no benchmark,grading,,
"Automated Assessment of Java Code Using CodeT5+, Early Fusion, and CatBoost Regressor",Gokhale P.; Reddy S.S.; Daule V.K.; Narmada N.; Pati P.B.,2025,"6th International Conference on Control Communication and Computing, ICCC 2025",10.1109/iccc64910.2025.11077186,"With the increasing number of students pursuing education, the workload on educators with respect to time consumed on evaluation, has significantly risen. Manually assessing student-written code is a resource-intensive task. To address this issue, the study has developed a model which takes code as input and processes it. Further, regression models are trained to predict scores for the code, providing an automated and scalable solution for large-scale grading systems. The best model achieves an R2 score of 0.56, demonstrating its improvement over previous methods and its potential for real-world educational applications. Additionally, an analyze offering insights into code's contribution to the model's performance is performed. © 2025 IEEE.",Automated Code Evaluation; CatBoost; Explainable AI; Fusion Technique; Principal Component Analysis(PCA); R<sup>2</sup> score; Weighted Regression Model; Artificial intelligence; Automation; Codes (symbols); Computer software; Education computing; Grading; Regression analysis; Students; Automated code; Automated code evaluation; Catboost; Code evaluation; Explainable AI; Fusion techniques; Principal-component analysis; R2 score; Regression modelling; Weighted regression; Weighted regression model; Principal component analysis,0.0,scopus,False,overlap_2025,False,1,high,grading-focused (title) + edu [metric:R2=0.56],code,R2=0.56,
Linguistically Informed Essay Assessment Framework to Analyze Writing Style Vocabulary Usage and Coherence,Sreela B.; Neelambaram B.; Adusumilli M.; Rautrao R.R.; Smerat A.; Orosoo M.; Swathi A.,2025,International Journal of Advanced Computer Science and Applications,10.14569/ijacsa.2025.0161169,"Automated essay scoring (AES) has become an essential tool in educational technology, yet many existing approaches rely on black-box models that lack interpretability and adaptability across diverse prompts and writing styles. Conventional transformer-based AES systems demonstrate strong accuracy, but often fail to provide pedagogically meaningful feedback or generalize effectively in low-resource settings, limiting their practical applicability. The proposed COSMET-Net (Contrastive and Explainable Semantic Meta-Evaluation Network) addresses these limitations by integrating contrastive learning, meta-learning, and explainable AI to produce an adaptive and interpretable evaluation of academic essays. Essays are processed through text cleaning, tokenization, and lemmatization, and embeddings are generated using pretrained transformers such as BERT and RoBERTa. Contrastive learning distinguishes high- and low-quality essays, while a Contrastive Linguistic Regularization (CLR) layer aligns embeddings with linguistic properties, enhancing interpretability. Meta-learning enables rapid adaptation to novel prompts with minimal additional data. The explainable output module, employing attention visualization and SHAP values, provides detailed feedback on grammar, coherence, vocabulary richness, and readability. The framework was implemented in Python with PyTorch and Hugging Face Transformers and evaluated on the IELTS Writing Scored Essays Dataset. COSMET-Net achieved an accuracy of 92%, a recall of 93%, and an F1-score of 92%, surpassing existing models such as hybrid RoBERTa + linguistic features (F1-score 84%) and discourse + lexical regression (F1-score 88%). These results demonstrate that COSMET-Net delivers highly accurate, flexible, and linguistically interpretable assessments, providing a scalable solution for automated and pedagogically meaningful essay evaluation. © (2025), (Science and Information Organization). All Rights Reserved.",contrastive learning; COSMET-Net; essay scoring; explainable AI; meta-learning; Artificial intelligence; Feedback; Learning systems; Semantic Web; Automated essay scoring; Contrastive and explainable semantic meta-evaluation network; Embeddings; Essay assessments; Essay scoring; Explainable AI; F1 scores; Interpretability; Metalearning; Writing style; Semantics,0.0,scopus,False,overlap_2025,False,1,med,grading+edu in abstract; grading not central / no benchmark,code,ACCURACY=92%; F1=92%; F1=84%; F1=88%,
Explainable AI-Powered Writing Tutor for Academic English Learning and Improvement,Jawaid A.; Almutlaq A.; Albouq S.; Alyas T.; Kaur P.; Abbas Q.; Ul Haq M.I.,2025,"AISTEMEDU 2025 - 2025 International Conference on AI-Driven STEM Education and Learning Technologies, Proceedings",10.1109/aistemedu67077.2025.11403888,"Artificial Intelligence (AI) has radically changed the pattern of language learning and assessment in education in recent years. Automated Essay Scoring (AES) systems, in particular, have received a great deal of interest as scalable methods for assessing academic writing proficiency. Recent demand for accurate and explainable automatic evaluation tools have raised the importance of XAI in English education. This paper presents an explainable approach to enhancing academic English using the IELTS Writing Scored Essays Dataset. For predicting overall writing band scores, we combine state-of-the-art natural language processing (NLP) models - BERT, RoBERTa, and DistilBERT - with traditional machine learning classifiers such as Ridge Regression, Random Forest, Gradient Boosting, and XGBoost. Transformer-based models have been shown to be capable of acquiring contextual language representations, while hand-crafted ML baselines use textual and semantic features. The findings of the experiment indicate that RoBERTa exhibits the highest accuracy among NLP models (R 2 =0.91, MAE=0.21), but XGBoost performs better among ML methods (R 2 =0.92, MAE=0.20). Furthermore, XAI algorithms (SHAP and LIME) are used to interpret model predictions and identify the linguistic and structural variables that contribute most to scoring. The suggested framework not only advances the creation of open AI-based evaluation models but also transcends this by providing pedagogical practices grounded in equitable, scalable, and evidence-based approaches to the academic study of English language.  © 2025 IEEE.",Academic English; Automated Essay Scoring; Explainable AI; IELTS Writing; Language Improvement; Machine Learning; Transformer Models; Adaptive boosting; Automation; Computer aided instruction; Learning systems; Machine learning; Natural language processing systems; Scalability; Teaching; Academic english; Automated essay scoring; Explainable artificial intelligence; IELTS writing; Language improvement; Language processing; Machine-learning; Natural languages; Processing model; Transformer modeling; Semantics,0.0,scopus,False,overlap_2025,False,1,med,grading+edu in abstract; grading not central / no benchmark,grading,MAE=0.21; MAE=0.20,
Smart Classrooms: Implementing IoT and AI for A Seamless Learning Experience,Ibragimova E.; Orinbaeva E.; Sharafutdinova N.; Rasulova A.; Djamolov J.; Nematjanova N.,2025,"2025 3rd International Conference on IoT, Communication and Automation Technology, ICICAT 2025",10.1109/icicat68430.2025.11414498,"Technology is, transforming the appearance of all the industries fast and the education industry is not an exception. Re-configurating the Significance of Smart Classroom Spaces In such a way, the interest of the paper, in turn, is to show how IoT and AI can be used in smart classrooms, and to what extent, to reconfigure the teaching-learning process and deliver a continuous learning experience in its entirety. Smart boards, projectors, tablets and sensors are tools that exist in the classroom and have communication with the Internet in the so-called Internet of Things, which provides opportunities to get real-time information and interact with it. Smart gadgets enable the tracking of attendance and enable lights to turn on and off and the climate control, which makes the classroom more effective and convenient. AI, in contrast, scours vast troves of learner data, then generates personal learning tracks, automatic evaluations and automatic tabbing systems. AI-powered adaptive learning systems work by analyzing student weaknesses and strengths, and providing personalized content and immediate feedback for improved understanding and retention. Advantages of smart classroom Collaboration and interactive learning are the key features of smart classroom. IoT-enabled smartboards allow teachers and students to interact with digital content in a more interactive way, making lessons more interesting. AIs based chatbots and virtual assistants guide students for queries, reducing dependence on instructors for common queries. Speech-to-text and text-to-speech AI technologies also help students with disabilities to access educational content, making education more inclusive. Also, the learning experience can be improved with the use of internet of things and artificial intelligence. Complete automated attendance trackers through facial recognition or RFID technology without any manual roll calls saving precious teaching time. AI powered analytics Institutions need AI powered technical expertise to track traces of welcome students, recognize alarming learners in real time, propose immediate measures to improve academic outcomes. Predictive analytics also facilitate strong resource planning, sound curriculum delivery, and better decision-making across the campus. In addition, remote learning and hybrid education are based on AI and the IoT, making education more flexible and accessible. © 2025 IEEE.",adaptive learning systems; AI grading systems; Artificial Intelligence; classroom management; IoT; personalized learning; predictive analytics; real-time feedback; Smart classrooms; student engagement; Computer aided instruction; Contrastive Learning; Curricula; Decision making; E-learning; Education computing; Engineering education; Federated learning; Feedback; Grading; Learning systems; Students; Teaching; Adaptive learning systems; AI grading system; Classroom management; Grading system; IoT; Learning experiences; Personalized learning; Real-time feedback; Smart classroom; Student engagement; Artificial intelligence; Predictive analytics,0.0,scopus,False,overlap_2025,False,1,med,grading+edu in abstract; grading not central / no benchmark,grading,,
"Integration of Intelligent Tutoring Systems with Machine Learning Models to Facilitate Personalized Instruction, Automated Assessment, and Real-Time Feedback in Higher STEM Education",Madhala R.T.; Suri S.; Rahul N.; Rusum G.P.; Sagar Boda S.; Gupta D.,2025,"AISTEMEDU 2025 - 2025 International Conference on AI-Driven STEM Education and Learning Technologies, Proceedings",10.1109/aistemedu67077.2025.11403936,"The rapid rise of STEM education has set the scramble to begin the adaptive instructional models that could satisfy the needs of various learner profiles and deliver the scaled and efficient outcomes. The present paper outlines how Intelligent Tutoring Systems (ITS) and machine-learning models could be used to offer selective education, automatic assessment, and practical recommendations in high-quality STEM education. The framework combines supervised models of predicting accuracy with unsupervised clustering of profiling learners and reinforcement learning of adaptive intervention. An experimental analysis of a typical sample of a repertoire of 1,200 STEM students across three academic centers was analyzed and involved such an outcome as problem-solving accuracy, response time, and assessment results. The findings showed a 22% improvement in forecasting accuracy, 15% enhancement in adaptive learning efficiency, and 18% higher automated assessment reliability compared to baseline systems. Almost 20% reduced connective lag was achieved using real-time feedback systems that measured the convergent score of learner proficiency. This finding confirms that hybrid ITS and machine learning can generate both a stable and scalable platform of personalized STEM learning that can ensure enhanced learning outcomes and more efficient instruction design.  © 2025 IEEE.","Adaptive Learning; Feedback Mechanism; Intelligent Tutoring Systems (ITS); Machine Learning; Reinforcement Learning; STEM Education; Automation; Computer aided instruction; Education computing; Federated learning; Feedback control; Learning systems; Problem solving; Real time systems; STEM (science, technology, engineering and mathematics); Supervised learning; Teaching; Adaptive learning; Automated assessment; Feedback mechanisms; Intelligent tutoring; Intelligent tutoring system; Machine learning models; Machine-learning; Reinforcement learnings; STEM education; Tutoring system; Reinforcement learning",0.0,scopus,False,overlap_2025,False,1,high,grading-focused (title) + edu,consistency,,
A Fuzzy-Based Subjective Answer Assessment Grading System Using Sentence Transformer,Senthilkumar P.; Nandhini K.,2025,Lecture Notes in Networks and Systems,10.1007/978-981-96-5955-5_31,"Evaluating student knowledge presents a challenge, and one simple and efficient evaluation method is question-answer. Various types of question-answer approaches are available to evaluate a student’s skills. A subjective question is the most relevant method to check all the levels of skills. However, evaluating subjective answers is another challenge, and manually doing this requires an expert who is good at score grading and requires a lot of our time. We propose an automatic subjective answer assessment grading system using a sentence transformer model to solve these difficulties. The proposed method works with two predefined models: the Jaccard approach for checking lexical similarity and the Cosine similarity for semantic similarity. And finally, our sentence transformer model is used to compare the contextual similarity. Combining these value-based hybrid techniques yields a promising score based on the fuzzy logic used to give a subjective answer assessment grading, and it outperforms certain baseline approaches. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2025.",AI; Answer assessment; AQG; Fuzzy logic; NLP; Artificial intelligence; Computer circuits; Grading; Natural language processing systems; Question answering; Semantics; Answer assessment; AQG; Cosine similarity; Evaluation methods; Fuzzy-Logic; Grading system; Lexical similarity; Simple++; Student knowledge; Transformer modeling; Fuzzy logic,0.0,scopus,False,overlap_2025,False,1,high,grading-focused (title) + edu,grading,,
"26th International Conference on Artificial Intelligence in Education, AIED 2025",,2025,Lecture Notes in Computer Science,,"The proceedings contain 186 papers. The special focus in this conference is on Artificial Intelligence in Education. The topics include: Generating Planning Feedback for Open-Ended Programming Exercises with LLMs; labeling Disagreements: Illuminating the Classification of Mathematics Teacher Questions; Thinking Like a Scientist: Can Interactive Simulations Foster Critical AI Literacy?; does the Prompt-Based Large Language Model Recognize Students’ Demographics and Introduce Bias in Essay Scoring?; Job Interview Training with RAG-LLM: An Experimental Study with the Furhat Robot; modeling Student Knowledge Progression Across Concepts in Intelligent Tutoring Interactions; An LLM-Enhanced Multi-agent Architecture for Conversation-Based Assessment; automated Detection of Attention and Retention in Educational Videos Using Eye-Tracking, Dynamic Areas of Interest and Feature Fusion; From Noisy Classroom Transcripts to Actionable Feedback: Fine-Tuning GPT-4o to Detect Teachers’ Opportunities to Respond; from First Draft to Final Insight: A Multi-agent Approach for Feedback Generation; EDNMs for Visual Analytics of Learning Behavior and Early Risk Prediction; LLMs as Educational Analysts: Transforming Multimodal Data Traces Into Actionable Reading Assessment Reports; balancing Emotional and Motivational Self-Regulatory Processes During Complex Learning with Intelligent Tutoring Systems; evaluating Large Language Model Quality in Resource-Constrained Environments: An Educational Stakeholders’ Survey on Accuracy, Completeness, and Readability in Brazil; Ivy: A Hybrid Knowledge-Based and Generative AI Coach for Explaining Procedural Skills; beyond Predictive Accuracy: Fairness and Bias in Predicting Test Anxiety; a Self-Assessment for Ethical and Transparent Use of Educational Data; Evaluating LLM-Generated Q&A Test: A Student-Centered Study; AI Web Agents Can Effectively Guide Lesson Design and Predict Student Outcomes; enhancing the Learning Experience: Using Vision-Language Models to Generate Questions for Educational Videos; uncovering Transferable Collaboration Patterns Across Tasks Using Large Language Models; AI Education in a Mirror: Challenges Faced by Academic and Industry Experts; Surveying Contextualized Student Data Sharing Preferences for Educational AI.",,0.0,scopus,False,overlap_2025,True,6,med,grading+edu in abstract; grading not central / no benchmark,code,,
