"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Multimodal Approaches for Efficient Evaluation of Handwritten Answer Scripts via Large Language Models","A. J. Raihan; T. Singh; S. Naveen","Manipal Institute of Technology Bengaluru, Manipal Academy of Higher Education, Manipal, India; Manipal Institute of Technology Bengaluru, Manipal Academy of Higher Education, Manipal, India; Manipal Institute of Technology Bengaluru, Manipal Academy of Higher Education, Manipal, India","2026 International Conference on Next-Gen Quantum and Advanced Computing: Algorithms, Security, and Beyond (NQComp)","5 May 2026","2026","","","160","165","Automated exam paper evaluation represents a significant advancement in modern education offering improved grading efficiency and reduced human biases. However, conventional methods often struggle with variations in handwriting styles, ink inconsistencies and obstructions in scanned images impeding accurate text extraction.This paper presents a novel methodology that leverages visual question-answering capabilities of large language models such as Gemini1.5Flash, Llama3.2Vision, Mistral Vision and Qwen-2VL for automated assessment. Instead of relying on traditional OCR techniques the system performs semantic embedding of handwritten responses, extracts vectorized answers and scores them against predefined answer keys. A specially devised regex-based answer fragmentation mechanism dynamically divides student responses into segments ensuring a valid, structured and contextual evaluation process.Here it shows that this approach achieves state-of-the-art performance as evidenced by the high scores obtained on various benchmarks including LiveCodeBench, SciCode, AIME, MATH-500 and Context Window. This paves the way to advances in AI education technology giving much more confident and contextual automated marking of tests.","","979-8-3315-5935-9","10.1109/NQComp68334.2026.11497673","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11497673","Large Language Model;Similarity Scoring;Llama 3.2 Vision;Cosine similarity","Circuits;Feedback;Large scale integration;Recommender systems;Information filtering;Integrated circuits;Internet of Things;Communication systems;Protocols;Internet","","","","15","IEEE","5 May 2026","5-6 March 2026","5-6 March 2026","IEEE","IEEE Conferences"
"PBD: A Manually Curated Full-Chain Benchmark Dataset for Evaluating LLMs on ACMG PS3/BS3 Functional Evidence Acquisition","X. Yuan; B. Li; C. Liu; X. Li; L. Hua; J. Li; L. Wu; G. Zhao","Hunan Provincial Engineering Technology, Research Center for Industrial Data, Intelligence Hunan, University of Technology, Zhuzhou, Hunan, China; School of Computer Science and Artificial Intelligence, Hunan University of Technology, Zhuzhou, Hunan, China; Xiangya Hospital, Central South University, Changsha, Hunan, China; Xiangya Hospital, Central South University, Changsha, Hunan, China; School of Computer Science and Artificial Intelligence, Hunan University of Technology, Zhuzhou, Hunan, China; National Clinical Research Center for Geriatric Disorders, Xiangya Hospital, Central, South University, Changsha, Hunan, China; University of Warwick, Coventry, United Kingdom; National Clinical Research Center for Geriatric Disorders, Xiangya Hospital, Central, South University, Changsha, Hunan, China",2025 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),"29 Jan 2026","2025","","","1937","1940","The PS3 (Pathogenic Functional Evidence) and BS3 (Benign Functional Evidence) criteria in the American College of Medical Genetics and Genomics (ACMG) guidelines are critical for genetic variant classification. However, manual evaluation is time-consuming and prone to inter-laboratory inconsistencies, limiting the clinical interpretation of Variants of Uncertain Significance (VUS). Large Language Models (LLMs) offer potential for automated assessment, but their performance validation is hindered by the lack of standardized, high-quality datasets. This study introduces the PS3/BS3 Full-Chain Evidence Benchmark Dataset (PBD), the first manually curated dataset comprising 77 peer-reviewed publications, covering 266 cDNA variants (including duplicates) and their PS3/BS3 rating results. Adhering to ClinGen Sequence Variant Interpretation (SVI) standards, PBD includes structured, comprehensive evidence chains spanning genes, diseases, variants, experiments, and evidence ratings, designed to evaluate LLM capabilities in functional evidence extraction. We detail the dataset construction process, including literature screening, data extraction, standardization, and quality control, and developed a Python-based automated evaluation pipeline for reproducible, standardized analysis. Experiments using DeepSeek models $(1.5 \mathrm{b} / 7 \mathrm{b} / 14 \mathrm{b})$ demonstrate PBD's potential in supporting automated variant interpretation. PBD provides a vital resource for bioinformatics and precision medicine, facilitating the development and standardization of variant classification tools. Data examples are available at https://github.com/User8588/PBD, with full data and code to be released upon paper acceptance.","2156-1133","979-8-3315-1557-7","10.1109/BIBM66473.2025.11357115","National Key R&D Program of China(grant numbers:2021YFC2502100); National Natural Science Foundation of China(grant numbers:32070591,82371552,82001362); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11357115","ACMG-AMP;Dataset;Benchmark;Large Language Model;PS3/BS3","Training;Large language models;Precision medicine;Pipelines;Process control;Quality control;Benchmark testing;Bioinformatics;Standards;Diseases","","","","20","IEEE","29 Jan 2026","15-18 Dec. 2025","15-18 Dec. 2025","IEEE","IEEE Conferences"
"Optimizing Reading Assessment in International English Language Testing System with Generative Artificial Intelligence: Automated Question and Answer Generation","T. C. Shin; G. C. Pang","Faculty of Computing and Information Technology, Tunku Abdul Rahman University of Management and Technology, Kuala Lumpur, Malaysia; Faculty of Computing and Information Technology, Tunku Abdul Rahman University of Management and Technology, Kuala Lumpur, Malaysia","2025 IEEE International Conference on Computation, Big-Data and Engineering (ICCBE)","28 Nov 2025","2025","","","793","797","As English proficiency becomes increasingly essential for academic and professional success, the International English Language Testing System (IELTS) plays a key role in evaluating language skills globally. However, creating high-quality IELTS questions is time-consuming and requires considerable human input, which introduces bias and limits its scalability. Therefore, we automate the generation of authentic IELTS reading and writing questions, along with grading and feedback, by using large language models (LLMs). Gemini 1.5 Flash was selected for its superior performance across five criteria: massive multitasking language understanding, domain knowledge, output speed, integration ease, and cost. The results of GPT-4o Mini and Llama 3.2 Vision 11B were compared. We used a fine-tuned nucleus sampling setting (top-p = 0.7) to ensure relevant and coherent question generation. To assess system effectiveness, metrics such as bilingual evaluation understudy and recall-oriented understudy for gisting evaluation were replaced with task-specific evaluation criteria, including JSON formatting accuracy, answer retrievability, question-answer relevance, output variability, and material relevance. The developed system achieved a 93% accuracy in JSON formatting, 97.75% answer retrievability, and a question-answer relevance score of 0.9875. Additionally, the low output variability (0.2934) underscores the system’s capacity to generate questions that are diverse and semantically coherent. These results suggest that AI-driven automation substantially reduces resource requirements while enhancing the consistency and accessibility of IELTS practice materials.","","979-8-3315-3244-4","10.1109/ICCBE65177.2025.11255934","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11255934","LLM;IELTS preparation tools;Automated question generation;LLM in education;AI-powered test preparation","Measurement;Visualization;Accuracy;Scalability;Transforms;Manuals;Writing;Multitasking;Question generation;Testing","","","","26","IEEE","28 Nov 2025","27-29 June 2025","27-29 June 2025","IEEE","IEEE Conferences"
"GenScore: Agent-Based Short-Answer Question Generation and Scoring in Software Engineering Courses","T. N. B. Duong; L. K. Shar","School of Computing and Information Systems, Singapore Management University, Bras Basah, Singapore; School of Computing and Information Systems, Singapore Management University, Bras Basah, Singapore",IEEE Access,"29 Dec 2025","2025","13","","215804","215821","Short-answer questions are commonly used in educational assessments, as they are often viewed as a more effective way than multiple-choice questions to determine whether students have achieved the intended learning outcomes. However, manually creating appropriate questions targeting different cognitive levels such as those defined by the Bloom’s Taxonomy, and grading text answers from students are not trivial tasks for instructors. Existing work on auto-question generation and scoring in computing education typically targets coding-based questions. However, in software engineering courses, assessments can extend beyond coding to understanding of processes, DevOps methodologies, system design, etc. This work aims to address the dual problem of auto-generating and auto-scoring text based short-answer questions in software engineering courses. We propose an agent-based approach to question generation and scoring, in which each agent performs a distinct task and communicates with each other to complete its tasks. An agent can be realized using a selected large language model (LLM). To this end, we have implemented the proposed approach into a fully functional web app, utilizing OpenAI’s GPT-3.5 and GPT-4o models, which was deployed to support instructors and students in our course. We conducted a thorough evaluation of the agent-based approach using several public and private datasets. The results demonstrated the effectiveness of our approach. Among other insights, we observed that the LLM agents are good at generating questions at Bloom’s cognitive levels of Remember, Understand, Apply, and Analyze; and are good at scoring students’ answers when provided with 3 or more actual examples of human scoring.","2169-3536","","10.1109/ACCESS.2025.3647111","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11311457","Agent based systems;large language models;short-answer questions;auto-scoring;question generation","Software engineering;Question generation;Taxonomy;Encoding;Electronic mail;Training;Programming profession;Large language models;Information systems;Hands","","","","52","CCBY","22 Dec 2025","2025","","IEEE","IEEE Journals"
"Automated Diagram Evaluation in STEM Education: A Review of Current Challenges and Emerging AI-Driven Solutions","R. K. Kumar; N. N; M. E. Reddy; M. Faizal; M. S. Praveen","Dept. Computer Science and Technology, Dayananda Sagar University, Bengaluru, Karnataka, India; Dept. Computer Science and Technology, Dayananda Sagar University, Bengaluru, Karnataka, India; Dept. Computer Science and Technology, Dayananda Sagar University, Bengaluru, Karnataka, India; Dept. Computer Science and Technology, Dayananda Sagar University, Bengaluru, Karnataka, India; Dept. Computer Science and Technology, Dayananda Sagar University, Bengaluru, Karnataka, India","2025 2nd International Conference on New Frontiers in Communication, Automation, Management and Security (ICCAMS)","24 Nov 2025","2025","","","1","6","Accurately grading student-created diagrams, such as flowcharts, remains a core challenge in STEM education because automated tools must evaluate both structural correctness and logical coherence. Conventional approaches based on text-matching heuristics, OCR pipelines, or large language models often miss the nuanced dependencies that link diagram components and can penalize valid alternative representations. To overcome these limitations, graph-based frameworks transform diagram elements into knowledge graphs, enabling more rigorous verification of logical relationships and revealing inconsistencies that text-only methods overlook. Reinforcement learning strategies further enhance assessment by continuously fine-tuning evaluation criteria through reward-driven feedback loops. By combining graph analytics, adaptive learning, and knowledge distillation, hybrid systems promise greater scalability, higher grading precision, and richer feedback for students. This review maps the evolution of diagram assessment techniques from heuristic and LLM-powered grading to graph-driven and reinforcement learning models and highlights future research directions for building more robust and scalable automated grading frameworks in STEM education.","","979-8-3315-9610-1","10.1109/ICCAMS65118.2025.11234526","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11234526","Diagram-based assessment;Flowchart grading;STEM education evaluation;Logical structure analysis;Graph-based verification;Adaptive feedback systems;educational technology tools;Machine learning assessment;Knowledge graph reasoning;Reinforcement learning evaluation","Flowcharts;Strips;Reviews;Shape;Optical character recognition;Reinforcement learning;Knowledge graphs;Transforms;Turning;Cognition","","","","16","IEEE","24 Nov 2025","11-12 July 2025","11-12 July 2025","IEEE","IEEE Conferences"
"AIvaluate: A Multi-Agent Framework for Automated Answer Script Evaluation Using Large Language Models and Semantic Vector Indexing","P. Suryakumar; A. Malini; S. K. Subasini; G. Priyanka; V. Sandhiya","School of Computer Science and Engineering, Vellore Institute of Technology, Chennai, India; School of Computer Science and Engineering, Vellore Institute of Technology, Chennai, India; School of Computer Science and Engineering, Vellore Institute of Technology, Chennai, India; School of Computer Science and Engineering, Vellore Institute of Technology, Chennai, India; School of Computer Science and Engineering, Vellore Institute of Technology, Chennai, India",IEEE Access,"18 Sep 2025","2025","13","","160549","160558","In conventional educational environments, it is labor-intensive, subjective, and susceptible to human error to hand-mark descriptive answers. This article introduces AIvaluate, a modular, rubric-guided multi-agent system for theory-based student answer script marking automation. The system combines Optical Character Recognition (OCR) using Azure Document Intelligence with a Cleaning Agent powered by a Large Language Model (LLM) hosted on Azure AI Foundry that cleans the text obtained without losing semantic information and ensures anonymization. Answers are parsed using RegEx to de-sentence question identifiers and mapped into corresponding correct answers and faculty-defined marking schemes in a MongoDB database. The system supports structured input prompts, where rubrics are dynamically injected into the evaluation context for consistency and flexibility across subjects. An Evaluation Agent, also driven by the LLM, matches the sanitized student answer to the correct answer and provides both a score and one-line feedback. To supplement this generative scoring, a semantic similarity-based scoring is employed via FAISS and the all-MiniLM-L6-v2 transformer model; however, this vector-based pipeline is used purely for research benchmarking and does not contribute to the final marks. Experimental outcomes indicate strong correlation between AI-computed scores and human faculty ratings, particularly in the LLM-based pipeline. This system is designed particularly for technical and theory-based academic tests, and not for literary or creative questions where language usage is the prevailing criterion. The suggested approach reduces evaluation time by approximately 70–80% compared to manual correction, without compromising fairness and transparency.","2169-3536","","10.1109/ACCESS.2025.3608158","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11155081","Subjective answer evaluation;rubric-guided large language models;educational assessment automation;multi-agent systems;fairness in AI-based grading","Optical character recognition;Semantics;Pipelines;Large language models;Cleaning;Vectors;Information integrity;Information filtering;Data privacy;Transformers","","","","20","CCBY","10 Sep 2025","2025","","IEEE","IEEE Journals"
"A Comprehensive Review on Handwritten Descriptive Answer Script Evaluation","P. R. K. B; T. G. S; S. K. B; P. S. R","Department of CSE, Sri Dharmasthala Manjunatheshwara Institute of Technology, Ujire, India; Department of CSE, Sri Dharmasthala Manjunatheshwara Institute of Technology, Ujire, India; Department of CSE, Sri Dharmasthala Manjunatheshwara Institute of Technology, Ujire, India; Department of CSE, Sri Dharmasthala Manjunatheshwara Institute of Technology, Ujire, India",2026 International Conference on Artificial Intelligence and Data Engineering (AIDE),"5 Jun 2026","2026","","","220","227","The evaluation of handwritten descriptive answer scripts remains a complex and resource-intensive task in education. While manual assessment offers depth, it is time-consuming, prone to bias, and difficult to scale. Recent advances in artificial intelligence (AI)—particularly in optical character recognition (OCR), natural language processing (NLP), and deep learning—have fueled growing interest in automated grading systems. This review synthesizes current research and proposes a structured taxonomy encompassing application stages, computational techniques, and language domains. Key findings indicate that transformer-based models significantly improve semantic understanding and grading reliability, while hybrid frameworks integrating visual and linguistic features outperform traditional OCR–NLP pipelines. Despite notable progress, challenges such as dataset scarcity, handwriting variability, and the absence of standardized benchmarks persist. By consolidating existing methodologies and identifying research gaps, this study provides a comprehensive foundation for the development of scalable, robust, and ethically sound automated systems for evaluating handwritten answer scripts.","","979-8-3315-9228-8","10.1109/AIDE69088.2026.11544546","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11544546","Optical Character Recognition;Machine Learning;Deep Learning;Large Language Model","Modeling;Printing;Machine learning;Machining;Transformers;Deep learning;Feedback;Accuracy;Optical character recognition;Artificial intelligence","","","","55","IEEE","5 Jun 2026","5-7 Feb. 2026","5-7 Feb. 2026","IEEE","IEEE Conferences"
"Transforming Education with AI: A Concise Overview","F. H. Juwono; R. Reine","Dept. of Electrical and Electronic Eng, Xi’an Jiaotong-Liverpool University, Suzhou, China; PGCE Computing Department, Manchester Metropolitan University, Manchester, United Kingdom","2025 International Conference on Applied Artificial Intelligence, Data Engineering and Sciences (ICAIDES)","26 Feb 2026","2025","","","1","6","The concept of Education 5.0 has emerged as a response to the rise of Information and Communication Technology (ICT), especially Artificial Intelligence (AI), which has established a significant niche in education. This paper elaborates on two areas of AI that have been used to revolutionize higher education in teaching and learning: Machine Learning (ML) and Generative AI (GAI). In particular, we discuss the applications of ML in predicting student performance, personalized learning, learning analytics, and plagiarism detection. Additionally, we provide an overview of the applications of GAI in higher education, including AI-powered tutoring, automated content creation, academic writing and research, as well as grading and feedback. Finally, we present challenges and open research problems to guide future research in this area.","","979-8-3315-6498-8","10.1109/ICAIDES67265.2025.11404002","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11404002","Education;AI;ML;GAI","Generative AI;Plagiarism;Education;Transforms;Machine learning;Writing;Data engineering;Information and communication technology;Artificial intelligence","","","","48","IEEE","26 Feb 2026","11-12 Dec. 2025","11-12 Dec. 2025","IEEE","IEEE Conferences"
"Survey of Natural Language Processing for Education: Taxonomy, Systematic Review, and Future Trends","Y. Lan; X. Li; H. Du; X. Lu; M. Gao; W. Qian; A. Zhou","School of Data Science and Engineering, East China Normal University, Shanghai, China; School of Data Science and Engineering, East China Normal University, Shanghai, China; School of Data Science and Engineering, East China Normal University, Shanghai, China; School of Data Science and Engineering, East China Normal University, Shanghai, China; School of Data Science and Engineering, East China Normal University, Shanghai, China; School of Data Science and Engineering, East China Normal University, Shanghai, China; School of Data Science and Engineering, East China Normal University, Shanghai, China",IEEE Transactions on Knowledge and Data Engineering,"9 Dec 2025","2026","38","1","659","678","Natural Language Processing (NLP) aims to analyze text or speech via techniques in the computer science field. It serves applications in the domains of healthcare, commerce, education, and so on. Particularly, NLP has been widely applied to the education domain and its applications have enormous potential to help teaching and learning. In this survey, we review recent advances in NLP with a focus on solving problems relevant to the education domain. In detail, we begin with introducing the related background and the real-world scenarios in education to which NLP techniques could contribute. Then, we present a taxonomy of NLP in the education domain and highlight typical NLP applications including question answering, question construction, automated assessment, and error correction. Next, we illustrate the task definition, challenges, and corresponding cutting-edge techniques based on the above taxonomy. In particular, LLM-involved methods are included for discussion due to the wide usage of LLMs in diverse NLP applications. After that, we showcase some off-the-shelf demonstrations in this domain, which are designed for educators or researchers. At last, we conclude with five promising directions for future research, including generalization over subjects and languages, deployed LLM-based systems for education, adaptive learning for teaching and learning, interpretability for education, and ethical consideration of NLP techniques.","1558-2191","","10.1109/TKDE.2025.3621181","National Natural Science Foundation of China(grant numbers:62537001); Guizhou Provincial Program on Commercialization of Scientific and Technological Achievements; Qiankehezhongyindi(grant numbers:006); Chenguang Program of Shanghai Education Development Foundation and Shanghai Municipal Education Commission(grant numbers:24CGA26); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11202742","Natural language processing (NLP);educational NLP;educational applications;question answering;question construction;automated assessment;error correction;survey","Education;Natural language processing;Question answering (information retrieval);Codes;Taxonomy;Surveys;Error correction;Problem-solving;Soft sensors;Knowledge graphs","","8","","295","IEEE","14 Oct 2025","Jan. 2026","","IEEE","IEEE Journals"
"The Global Research Landscape of AI in education: A Bibliometric analysis of Pathway Evolution and Frontier Issues","J. Zhou; H. Zhang; L. Ding","Faculty of Humanities and Social Sciences, Macao Polytechnic University, China; Faculty of Humanities and Social Sciences, Macao Polytechnic University, China; Faculty of Humanities and Social Sciences, Macao Polytechnic University, China",2025 11th International Conference on Education and Training Technologies (ICETT),"29 Aug 2025","2025","","","90","98","In recent years, research on Artificial Intelligence in Education (AIED) has progressed rapidly, making it essential to understand its research trends and developments to drive technological innovation and implementation in the education sector. Through a bibliometric analysis of 2,038 papers retrieved from the Web of Science database, we identified that China, the United States, Australia, and the United Kingdom are leading in this field. The bibliometric analysis reveals that the primary applications of artificial intelligence technologies in education include deep learning, machine learning, augmented reality, computer vision, and natural language processing (NLP). These technologies have been widely applied in various scenarios, such as intelligent tutoring systems, automated grading systems, and educational robots. Notably, generative AI technologies are advancing rapidly, sparking extensive discussions and controversies in education and other societal domains. Looking ahead, the development of education requires further cultivation of AI-driven thinking and the support of relevant policies to promote the deep integration of technology and education.","","979-8-3315-1351-1","10.1109/ICETT66247.2025.11137070","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11137070","Artificial Intelligence;AI in education;Bibliometric analysis;Citespace software;VOSviewer","Training;Technological innovation;Generative AI;Education;Bibliometrics;Market research;Natural language processing;Software;Artificial intelligence;Optimization","","","","46","IEEE","29 Aug 2025","23-25 May 2025","23-25 May 2025","IEEE","IEEE Conferences"
"Enhancing Writing and Voice-Based Communication with Automated Feedback Generation Using Genai","R. Wajgi; K. Umale; O. Umale; S. Kale; A. Bhute; S. Wadhankar","Department of Computer Technology, Yeshwantrao Chavan College of Engineering, Nagpur, India; Department of AI & Data Science, Yeshwantrao Chavan College of Engineering, Nagpur, India; Department of AI & Data Science, Yeshwantrao Chavan College of Engineering, Nagpur, India; Department of Computer Technology, Yeshwantrao Chavan College of Engineering, Nagpur, India; Department of Computer Technology, Yeshwantrao Chavan College of Engineering, Nagpur, India; Department of AI & Data Science, Yeshwantrao Chavan College of Engineering, Nagpur, India",2026 3rd International Conference on Emerging Trends in Engineering and Medical Sciences (ICETEMS),"14 Apr 2026","2026","","","1","6","Effective communication is essential for academic success, but traditional grading systems often suffer from delayed feedback, inconsistency, and high manual workload. To address these challenges, this paper introduces 'WriteEdge' a web-based platform that leverages Generative AI with optimized prompt engineering to provide personalized feedback on written communication. Preliminary results demonstrate a functional system integrated with Gemini 2.5 Flash to provide responsive feedback, dashboards, and AIgraded reports. This web-based platform includes modules with student and admin portals which have practice modules, and test assessment modules and personalized AI generated feedback reports. Future scope of WriteEdge includes customization for institutional rubrics, AI-bot for doubt resolution, and voice-based test assessments. Our work highlights the potential of GenAI with prompt-engineered modules to transform learning and grading communicationbased content both written and verbal which will reduce instructor workload and provide students with detailed insights to help them smoothly transition from academia to professional careers.","","979-8-3315-9383-4","10.1109/ICETEMS66917.2026.11469360","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11469360","Generative AI;Prompt Development Cycle;Written Communication;Voice-Based Communication;AIGenerated Feedback;Personalized Feedback","Feedback;Circuits;System-on-chip;Electronic mail;Protocols;Internet;HTTP;Message systems;Postal services;Bot (Internet)","","","","17","IEEE","14 Apr 2026","6-7 March 2026","6-7 March 2026","IEEE","IEEE Conferences"
"Automated Evaluation of Multilingual Handwritten Answers via a Hybrid Tri-Modal Framework","S. Pramanik; D. Sardar; N. Das","Dept. of Computer Science & Engg., Jadavpur University, Kolkata, India; Dept. of Computer Science, Ramakrishna Mission Residencial College (Autonomous), Kolkata, India; Dept. of Computer Science & Engg., Jadavpur University, Kolkata, India",2025 Seventh International Conference on Research in Computational Intelligence and Communication Networks (ICRCICN),"3 Feb 2026","2025","","","65","71","Student responses based on handwritings may be difficult to be automatically graded, especially in languagemixture or multilingual classrooms. The common automated methods are facing challenges because of the inherent variability of handwriting style and mixed-code answers. The paper proposed an end-to-end hybrid tri-modal framework that will solve the underlying problems with the help of LangGraph agentic framework. It has three main stages. The first stage involves OCR extraction of the handwritten text. In the second stage, an LLM performs context-aware translation to standardize the OCRextracted text into English. Innovative feature of the framework is the dual representation, in which three evaluators-two LLMbased evaluators and one BERT-based evaluators are allowed to run in parallel with raw OCR text and english translation. Proposed framework evaluate as well as do internal diagnostics. The framework generates a collection of autonomous multidimensional scores that can be tailored to suit a broad variety of pedagogical requirements.","2832-3645","979-8-3315-5540-5","10.1109/ICRCICN68210.2025.11364903","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11364903","Handwritten Answer Grading;Google Vision OCR;BERT Embeddings;Large Language Models;Dual Representation","Translation;Large language models;Optical character recognition;Semantics;Education;Feature extraction;Multilingual;Internet;Reliability;Engines","","","","16","IEEE","3 Feb 2026","20-21 Dec. 2025","20-21 Dec. 2025","IEEE","IEEE Conferences"
"Comparative Study of LLMs in Assessment Evaluation and Affective Feedback Generation","S. Nandakumar; S. S. Kumar; S. Anand; S. N. Rao","Department of Computer Science and Engineering, Amrita School of Computing Amrita Vishwa Vidyapeetham, Amritapuri, India; Department of Computer Science and Engineering, Amrita School of Computing Amrita Vishwa Vidyapeetham, Amritapuri, India; Center for Wireless Networks & Applications (WNA) Amrita Vishwa Vidyapeetham, Amritapuri, India; Center for Wireless Networks & Applications (WNA) Amrita Vishwa Vidyapeetham, Amritapuri, India",2025 Seventh International Conference on Computational Intelligence andCommunication Technologies (CCICT),"29 Jul 2025","2025","","","657","664","Artificial Intelligence in education has seen a great surge recently, especially in transforming traditional education systems as students use tools like ChatGPT for their daily learning especially in higher education. AI and LLM have great potential in transforming even the traditional assessment methods by automating time-consuming processes, such as manual assessment, quiz evaluation, feedback generation, and grading. In order to build a system capable of assessment and student evaluation using LLM, it is necessary to evaluate LLMs capability in finding mistakes in the student answer and to provide feedback. To achieve this, our study aims to evaluate the LLMs and select the best LLM based on its ability to identify the mistakes and provide descriptive feedback. In this paper we present a comparative analysis of four popular LLMs, namely ChatGPT, Claude, Gemini, and MetaAI, in scoring and feedback generation for a given reference material and set of questions and answers. The models are assessed based on their scoring accuracy and the quality of the generated feedback. The study finds that LLMs are excellent in finding mistakes and giving accurate feedback for improvement. However, our test result shows GPT4O provided the most qualitative overall feedback when compared to the other LLMs, especially in terms of specificity and the constructive and suggestive phrases used. The paper also assessed these LLM feedback based on sentiment polarity, actionable suggestion and specificity in feedback.","","979-8-3315-1135-7","10.1109/CCICT65753.2025.00105","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11087965","Education;LLM;Automatic Answer evaluation;Feedback;Sentiment polarity","Measurement;Accuracy;Systematics;Education;Evaluation models;Manuals;Learning (artificial intelligence);Chatbots;Reliability;Surges","","3","","34","IEEE","29 Jul 2025","11-12 April 2025","11-12 April 2025","IEEE","IEEE Conferences"
"Single-View 3-D Reconstruction of Jujube Through Diffusion Model and Distributed Computing in Internet of Unmanned Agents","Y. Li; B. Hou; J. Nie; X. Chao; M. A. Khan; K. Fang; T. R. Gadekallu","College of Mechanical and Electrical Engineering, the Xinjiang Production and Construction Corps Key Laboratory of Modern Agricultural Machinery, and the Key Laboratory of Northwest Agricultural Equipment, Ministry of Agriculture and Rural Affairs, Shihezi University, Shihezi, China; College of Mechanical and Electrical Engineering, the Xinjiang Production and Construction Corps Key Laboratory of Modern Agricultural Machinery, and the Key Laboratory of Northwest Agricultural Equipment, Ministry of Agriculture and Rural Affairs, Shihezi University, Shihezi, China; College of Mechanical and Electrical Engineering, the Xinjiang Production and Construction Corps Key Laboratory of Modern Agricultural Machinery, and the Key Laboratory of Northwest Agricultural Equipment, Ministry of Agriculture and Rural Affairs, Shihezi University, Shihezi, China; School of Energy and Materials and the Institute of Bingtuan Energy Development Research, Shihezi University, Shihezi, China; College of Computer Engineering and Science, Prince Mohammad bin Fahd University, Al Khobar, Saudi Arabia; College of Mathematics and Computer Science, Zhejiang A&F University, Hangzhou, China; College of Mathematics and Computer Science, Zhejiang A&F University, Hangzhou, China",IEEE Internet of Things Journal,"24 Oct 2025","2025","12","21","44204","44214","As a key economic crop, jujube’s external morphology directly affects quality grading and market value. However, traditional inspection methods relying on manual sampling or 2-D image analysis suffer from inefficiency and limited feature characterization, particularly in quantifying complex geometric traits, such as irregular wrinkles and localized depressions on jujube surfaces. Existing 3-D reconstruction techniques have been applied in agricultural product inspection but face challenges in widespread adoption due to high costs and low resolution. This study proposes a single-view high-resolution RGB 3-D reconstruction method for jujube based on generative artificial intelligence. Specifically, we designed a two-stage single-view 3-D reconstruction framework and modified the cross-attention layers in the U-shaped network architecture of a stable video diffusion mode to meet the requirements of high-resolution and clear texture reconstruction for jujube. Additionally, we improved training and inference efficiency through parallel computing and achieved automation integration with Unmanned Agents. The proposed method successfully reconstructed 3-D models from single-view  $1024\times 1024$  RGB images of jujube. Our model achieves a PSNR of 23.52 and an SSIM of 0.86 on the public dataset. This approach provides a low-cost, high-precision 3-D digital solution for nondestructive phenotyping of jujube, offering practical value for advancing intelligent sorting and quality evaluation in agricultural production.","2327-4662","","10.1109/JIOT.2025.3592958","National Natural Science Foundation of China(grant numbers:62466050); High-Level Talent Research Start-up Project of Shihezi University(grant numbers:RCZK202439); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11098468","3-Dreconstruction;diffusion models;distributed computing;generative AI","Three-dimensional displays;Training;Diffusion models;Computational modeling;Solid modeling;Image reconstruction;Pipelines;Parallel processing;Noise;Internet of Things","","3","","41","IEEE","28 Jul 2025","1 Nov.1, 2025","","IEEE","IEEE Journals"
